PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;56;12;28079056_12_8;2019;03;02;00322;V;00221;V;00226;V;00208;V;00114;V;00149;V;00092;V;00296;V;00158;V;00236;V;00178;V;00095;V;00090;V;00096;V;00071;V;00053;V;00056;V;00060;V;00067;V;00161;V;00196;V;00000;N;00000;N;00000;N
28;079;56;14;28079056_14_6;2019;03;02;05.28;V;03.91;V;04.05;V;03.92;V;08.56;V;04.67;V;14.38;V;04.29;V;07.49;V;12.68;V;28.89;V;57.13;V;67.32;V;73.50;V;83.75;V;92.58;V;89.42;V;82.20;V;69.59;V;36.53;V;18.48;V;00000;N;00000;N;00000;N
28;079;57;1;28079057_1_38;2019;03;02;00012;V;00013;V;00013;V;00013;V;00014;V;00013;V;00015;V;00017;V;00019;V;00019;V;00019;V;00016;V;00013;V;00011;V;00010;V;00009;V;00009;V;00008;V;00008;V;00009;V;00011;V;00000;N;00000;N;00000;N
28;079;57;6;28079057_6_48;2019;03;02;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;00000;N;00000;N;00000;N
28;079;57;7;28079057_7_8;2019;03;02;00002;V;00001;V;00003;V;00003;V;00001;V;00001;V;00012;V;00039;V;00008;V;00012;V;00013;V;00018;V;00013;V;00008;V;00006;V;00004;V;00003;V;00002;V;00003;V;00004;V;00007;V;00000;N;00000;N;00000;N
28;079;57;8;28079057_8_8;2019;03;02;00048;V;00041;V;00046;V;00070;V;00056;V;00055;V;00078;V;00084;V;00052;V;00047;V;00041;V;00047;V;00041;V;00029;V;00026;V;00020;V;00016;V;00017;V;00025;V;00039;V;00059;V;00000;N;00000;N;00000;N
28;079;57;10;28079057_10_47;2019;03;02;00015;V;00014;V;00013;V;00019;V;00012;V;00013;V;00018;V;00024;V;00019;V;00024;V;00024;V;00021;V;00015;V;00013;V;00011;V;00016;V;00005;V;00013;V;00020;V;00036;V;00015;V;00000;N;00000;N;00000;N
28;079;57;12;28079057_12_8;2019;03;02;00051;V;00043;V;00050;V;00074;V;00058;V;00058;V;00096;V;00145;V;00064;V;00065;V;00061;V;00074;V;00061;V;00042;V;00035;V;00025;V;00020;V;00020;V;00030;V;00045;V;00069;V;00000;N;00000;N;00000;N
28;079;58;7;28079058_7_8;2019;03;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00004;V;00007;V;00006;V;00009;V;00006;V;00006;V;00004;V;00003;V;00002;V;00001;V;00002;V;00002;V;00006;V;00004;V;00000;N;00000;N;00000;N
28;079;58;8;28079058_8_8;2019;03;02;00016;V;00012;V;00013;V;00011;V;00014;V;00013;V;00015;V;00021;V;00019;V;00014;V;00025;V;00024;V;00026;V;00020;V;00018;V;00015;V;00011;V;00010;V;00013;V;00028;V;00048;V;00000;N;00000;N;00000;N
28;079;58;12;28079058_12_8;2019;03;02;00017;V;00014;V;00015;V;00013;V;00016;V;00014;V;00018;V;00026;V;00029;V;00023;V;00038;V;00033;V;00036;V;00027;V;00023;V;00019;V;00014;V;00014;V;00017;V;00037;V;00054;V;00000;N;00000;N;00000;N
28;079;58;14;28079058_14_6;2019;03;02;37.79;V;34.74;V;30.15;V;29.17;V;27.33;V;24.46;V;19.47;V;11.41;V;12.47;V;22.92;V;45.90;V;65.81;V;71.46;V;82.18;V;86.38;V;91.39;V;96.77;V;95.11;V;84.37;V;66.47;V;35.96;V;00000;N;00000;N;00000;N
28;079;59;7;28079059_7_8;2019;03;02;00001;V;00001;V;00008;V;00002;V;00008;V;00009;V;00009;V;00007;V;00036;V;00054;V;00015;V;00010;V;00008;V;00005;V;00004;V;00004;V;00003;V;00002;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N
28;079;59;8;28079059_8_8;2019;03;02;00035;V;00032;V;00059;V;00065;V;00068;V;00064;V;00051;V;00049;V;00067;V;00068;V;00038;V;00034;V;00030;V;00021;V;00017;V;00016;V;00015;V;00017;V;00022;V;00033;V;00046;V;00000;N;00000;N;00000;N
28;079;59;12;28079059_12_8;2019;03;02;00036;V;00034;V;00071;V;00068;V;00080;V;00077;V;00065;V;00060;V;00122;V;00150;V;00061;V;00049;V;00042;V;00029;V;00024;V;00022;V;00020;V;00020;V;00023;V;00035;V;00047;V;00000;N;00000;N;00000;N
28;079;59;14;28079059_14_6;2019;03;02;41.16;V;45.98;V;19.34;V;09.46;V;01.55;V;02.37;V;13.15;V;09.77;V;05.44;V;13.06;V;43.83;V;59.88;V;67.84;V;80.41;V;86.19;V;89.59;V;93.70;V;91.71;V;78.69;V;60.25;V;45.56;V;00000;N;00000;N;00000;N
28;079;60;7;28079060_7_8;2019;03;02;00012;V;00031;V;00037;V;00019;V;00016;V;00033;V;00007;V;00086;V;00042;V;00016;V;00012;V;00014;V;00010;V;00007;V;00007;V;00005;V;00004;V;00004;V;00004;V;00003;V;00004;V;00000;N;00000;N;00000;N
28;079;60;8;28079060_8_8;2019;03;02;00077;V;00086;V;00083;V;00078;V;00074;V;00077;V;00065;V;00081;V;00061;V;00035;V;00026;V;00029;V;00022;V;00012;V;00013;V;00008;V;00005;V;00006;V;00006;V;00021;V;00045;V;00000;N;00000;N;00000;N
28;079;60;10;28079060_10_47;2019;03;02;00018;V;00015;V;00043;V;00023;V;00011;V;00018;V;00017;V;00020;V;00019;V;00019;V;00015;V;00017;V;00015;V;00009;V;00014;V;00009;V;00002;V;00011;V;00024;V;00029;V;00013;V;00000;N;00000;N;00000;N
28;079;60;12;28079060_12_8;2019;03;02;00095;V;00134;V;00139;V;00107;V;00098;V;00127;V;00076;V;00213;V;00125;V;00058;V;00045;V;00049;V;00038;V;00023;V;00023;V;00016;V;00012;V;00012;V;00012;V;00026;V;00051;V;00000;N;00000;N;00000;N
28;079;60;14;28079060_14_6;2019;03;02;12.16;V;08.17;V;04.68;V;05.34;V;07.78;V;04.57;V;06.96;V;05.69;V;14.32;V;33.59;V;49.05;V;54.48;V;66.04;V;81.37;V;83.92;V;88.74;V;92.77;V;93.03;V;83.92;V;69.13;V;47.04;V;00000;N;00000;N;00000;N
